TagCode,GroupCode,ServerCode,TagName,DataType,DataSize,DataCount,Address,ClassName,DisplayOrder,Archive,Cycle,AutoSync,Active,ReadOnly,Remark,CreateTime,UpdateTime,RowVersion,
ProductNameFeedback109,ProductInfoSummary,WCSServer,产品名称反馈109,11,28,1,DB804.STRING3024,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,495D5AC36BF34C2C9D1A903926C36ACA,
ProductNameFeedback132,ProductInfoSummary,WCSServer,产品名称反馈132,11,28,1,DB804.STRING3668,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,04BC45A0C4694E919805873443E62AB1,
ProductNameFeedback133,ProductInfoSummary,WCSServer,产品名称反馈133,11,28,1,DB804.STRING3696,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,B6B4462319F24DA5AAD43BF7C5330922,
ProductNameFeedback134,ProductInfoSummary,WCSServer,产品名称反馈134,11,28,1,DB804.STRING3724,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,DD5228A40BB244A39518F9CE0258F4D8,
ProductNameFeedback135,ProductInfoSummary,WCSServer,产品名称反馈135,11,28,1,DB804.STRING3752,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,37FBC20EB02C40298EB6FC2CCAA4F3B0,
ProductNameFeedback136,ProductInfoSummary,WCSServer,产品名称反馈136,11,28,1,DB804.STRING3780,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,E20C637F16854C509C1EB33F76FEA4EB,
ProductNameFeedback110,ProductInfoSummary,WCSServer,产品名称反馈110,11,28,1,DB804.STRING3052,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,8D62524CF42B4979B3DBC3869BDE2CE3,
ProductNameFeedback111,ProductInfoSummary,WCSServer,产品名称反馈111,11,28,1,DB804.STRING3080,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,81D053FBC58C49499D52450CBD1F615B,
ProductNameFeedback112,ProductInfoSummary,WCSServer,产品名称反馈112,11,28,1,DB804.STRING3108,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,3C9B90A67CE145CAAF6BAB2CAEAE223E,
ProductNameFeedback113,ProductInfoSummary,WCSServer,产品名称反馈113,11,28,1,DB804.STRING3136,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,3987EA1233494D2690B42E5F1BFD86E8,
ProductNameFeedback114,ProductInfoSummary,WCSServer,产品名称反馈114,11,28,1,DB804.STRING3164,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,50036B4718D54E4AB5A88D76CEAF9020,
ProductNameFeedback115,ProductInfoSummary,WCSServer,产品名称反馈115,11,28,1,DB804.STRING3192,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,441F25B6FC8D4FC492366923EDA0CE1F,
ProductNameFeedback116,ProductInfoSummary,WCSServer,产品名称反馈116,11,28,1,DB804.STRING3220,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,0D43AAA91D864D80A3F1506104DE7053,
ProductNameFeedback117,ProductInfoSummary,WCSServer,产品名称反馈117,11,28,1,DB804.STRING3248,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,7F9FEEF18AEB452792A82A00433A7123,
ProductNameFeedback118,ProductInfoSummary,WCSServer,产品名称反馈118,11,28,1,DB804.STRING3276,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,8282C1346A2148A58CB44B7FE0A41D16,
ProductNameFeedback119,ProductInfoSummary,WCSServer,产品名称反馈119,11,28,1,DB804.STRING3304,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,74AC37020FD242B4AD38F895C4DBFF4F,
ProductNameFeedback120,ProductInfoSummary,WCSServer,产品名称反馈120,11,28,1,DB804.STRING3332,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,20257D8AE2C64E42867C4D0B02BB3629,
ProductNameFeedback121,ProductInfoSummary,WCSServer,产品名称反馈121,11,28,1,DB804.STRING3360,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,5DD6F2DA1F7145DDBCB79DBDD3425AF2,
ProductNameFeedback122,ProductInfoSummary,WCSServer,产品名称反馈122,11,28,1,DB804.STRING3388,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,A167BDEE8E6C4039B50D1AA94F8E0DF9,
ProductNameFeedback123,ProductInfoSummary,WCSServer,产品名称反馈123,11,28,1,DB804.STRING3416,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,62FDB699DFAB49C5A4253821FDDDD308,
ProductNameFeedback124,ProductInfoSummary,WCSServer,产品名称反馈124,11,28,1,DB804.STRING3444,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,912CE176051A417CAA1163E3ECF2A57F,
ProductNameFeedback125,ProductInfoSummary,WCSServer,产品名称反馈125,11,28,1,DB804.STRING3472,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,A870EE31DFFE4B1F8CA505AD2493FBD0,
ProductNameFeedback126,ProductInfoSummary,WCSServer,产品名称反馈126,11,28,1,DB804.STRING3500,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,FD8587E97B1D4EA68081338075301E93,
ProductNameFeedback127,ProductInfoSummary,WCSServer,产品名称反馈127,11,28,1,DB804.STRING3528,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,07436CD27D3B4D7480B61550FA684A3F,
ProductNameFeedback128,ProductInfoSummary,WCSServer,产品名称反馈128,11,28,1,DB804.STRING3556,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,44F234C7429C4A3598E34FC6A06E963A,
ProductNameFeedback129,ProductInfoSummary,WCSServer,产品名称反馈129,11,28,1,DB804.STRING3584,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,502DC85B20B44CC8B76AA86E88E351AA,
ProductNameFeedback130,ProductInfoSummary,WCSServer,产品名称反馈130,11,28,1,DB804.STRING3612,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,839A635EEEF14A14A5DAC591E25FCDA2,
ProductNameFeedback131,ProductInfoSummary,WCSServer,产品名称反馈131,11,28,1,DB804.STRING3640,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,5BC4E952AFF446DA8AA83B244D025D15,
ProductNameFeedback137,ProductInfoSummary,WCSServer,产品名称反馈137,11,28,1,DB804.STRING3808,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,BB2DFACFB0794CBCAA73F40E40CDABD9,
ProductNameFeedback138,ProductInfoSummary,WCSServer,产品名称反馈138,11,28,1,DB804.STRING3836,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,6D8D2A1436F7492BA6B1DAF7A972F1B9,
ProductNameFeedback139,ProductInfoSummary,WCSServer,产品名称反馈139,11,28,1,DB804.STRING3864,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,3C6999A32A294867A1253A8B57EC0176,
ProductNameFeedback140,ProductInfoSummary,WCSServer,产品名称反馈140,11,28,1,DB804.STRING3892,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,97CE830175494A5BADDB14536CD9AA82,
ProductNameFeedback141,ProductInfoSummary,WCSServer,产品名称反馈141,11,28,1,DB804.STRING3920,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,8F11F8AEF445410482768EFDD7FDC467,
ProductNameFeedback142,ProductInfoSummary,WCSServer,产品名称反馈142,11,28,1,DB804.STRING3948,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,4310ED0A217E4BE7B22B1F95CE6AF3F5,
ProductNameFeedback143,ProductInfoSummary,WCSServer,产品名称反馈143,11,28,1,DB804.STRING3976,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D42DB4B9582B4E8B9F233A12A0CEA99B,
ProductNameFeedback144,ProductInfoSummary,WCSServer,产品名称反馈144,11,28,1,DB804.STRING4004,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,4836005B933648DFAAB1CDAEFAB7C689,
ProductNameFeedback145,ProductInfoSummary,WCSServer,产品名称反馈145,11,28,1,DB804.STRING4032,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,B84ED21E0DFD4AEBB5B88313021C5887,
ProductNameFeedback146,ProductInfoSummary,WCSServer,产品名称反馈146,11,28,1,DB804.STRING4060,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,2C6497EEE2364647BC26AD6EA5735A56,
ProductNameFeedback147,ProductInfoSummary,WCSServer,产品名称反馈147,11,28,1,DB804.STRING4088,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,33DA0537DBFA41148771E87337A5866F,
ProductNameFeedback148,ProductInfoSummary,WCSServer,产品名称反馈148,11,28,1,DB804.STRING4116,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,02F44F104713464E95184A0E30448E42,
ProductNameFeedback149,ProductInfoSummary,WCSServer,产品名称反馈149,11,28,1,DB804.STRING4144,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,2C120EE11DE2401D948604B8B55FC13B,
ProductNameFeedback150,ProductInfoSummary,WCSServer,产品名称反馈150,11,28,1,DB804.STRING4172,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,FF70B2EA3A084C06A67117E420567460,
ProductNameFeedback151,ProductInfoSummary,WCSServer,产品名称反馈151,11,28,1,DB804.STRING4200,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,582FE112662144078AC51608BAAF4592,
ProductNameFeedback152,ProductInfoSummary,WCSServer,产品名称反馈152,11,28,1,DB804.STRING4228,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,788E34A804E249C48287C3C62D351373,
ProductNameFeedback153,ProductInfoSummary,WCSServer,产品名称反馈153,11,28,1,DB804.STRING4256,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,D59A00326699421FA31CB3E79969BF23,
ProductNameFeedback154,ProductInfoSummary,WCSServer,产品名称反馈154,11,28,1,DB804.STRING4284,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,2EB6599CE644461E9BB930168F38571D,
ProductNameFeedback155,ProductInfoSummary,WCSServer,产品名称反馈155,11,28,1,DB804.STRING4312,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,6A9D750A93704EECBC2A969E5DD980E6,
ProductNameFeedback156,ProductInfoSummary,WCSServer,产品名称反馈156,11,28,1,DB804.STRING4340,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,572C85AC1E644C62AE1ABA3A82062472,
ProductNameFeedback157,ProductInfoSummary,WCSServer,产品名称反馈157,11,28,1,DB804.STRING4368,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,159EE140C2CF478897E977423BC4FE13,
ProductNameFeedback158,ProductInfoSummary,WCSServer,产品名称反馈158,11,28,1,DB804.STRING4396,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,BB597CBE81E04BE3A18222EE30118F6F,
ProductNameFeedback159,ProductInfoSummary,WCSServer,产品名称反馈159,11,28,1,DB804.STRING4424,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,E711C544EE784661B3E8E86064500211,
ProductNameFeedback160,ProductInfoSummary,WCSServer,产品名称反馈160,11,28,1,DB804.STRING4452,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,2797CE08D96F40A1B448DD67FCF5EEEE,
ProductNameFeedback161,ProductInfoSummary,WCSServer,产品名称反馈161,11,28,1,DB804.STRING4480,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,B520D4492B8F4F239B37CFAB5F4DD074,
ProductNameFeedback162,ProductInfoSummary,WCSServer,产品名称反馈162,11,28,1,DB804.STRING4508,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,CCDE595A042641028B3DBA3D17232E07,
ProductNameFeedback163,ProductInfoSummary,WCSServer,产品名称反馈163,11,28,1,DB804.STRING4536,产品信息统计,1,1,1,0,1,0,,16-1月 -21,16-1月 -21,4983FD90BBAD41DFB8BB76B4B53CD384,
